unnamed,type,episodeNumber,name,url,description,season,places,State,MillionDollar,show,location,coords,point,lat,lng,altitude,hgtv_go_url,hgtv_go_url_good,hulu_url
1872,TVEpisode,3,Back to Civilization in Whitefish,https://www.hgtv.com/shows/house-hunters/episodes/back-to-civilization-in-whitefish-montana,"Linda and John love living the rugged outdoor life in the dream home they built on a Montana mountain top.  But, after living there for 2 years, they've discovered the daily drive to their kids school and running errands in the town of Whitefish is a real grind.  So, Linda has persuaded her husband John to buy a second home in town.  The challenge is to find a place that's within John's budget of $250K - $350K and has all of the high end upgrades their used to having.",50,Whitefish,Montana,0,House Hunters,"Whitefish, Montana","Whitefish, Flathead County, Montana, United States of America","(48.4108018, -114.3346245, 0.0)",48.4108018,-114.3346245,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/back-to-civilization-in-whitefish,Bad,
2242,TVEpisode,1,Searching the Seattle Suburbs,https://www.hgtv.com/shows/house-hunters/episodes/searching-the-seattle-suburbs,"Paula Antonevich and Patrick Sanders have lived in Seattle for a couple of years, and they&#146;ve enjoyed all the city has to offer. Now they&#146;re ready to buy their first home. When Paula moved into Patrick&#146;s 800-square-foot rental, his place went from cozy to cramped, so they have begun looking for a home in the town of Everett, Wash., 40 miles to the north. Helping them out in their search is realtor Aleta J. Kennedy.",20,Everett,Washington,0,House Hunters,"Everett, Washington","Everett, Snohomish County, Washington, United States of America","(47.9673056, -122.2013998, 0.0)",47.9673056,-122.2013998,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/searching-the-seattle-suburbs,Bad,
1773,TVEpisode,8,Picky Buyers in a Seattle Suburb,https://www.hgtv.com/shows/house-hunters/episodes/picky-buyers-in-a-seattle-suburb,"Before Justin and Jillanne get married, they want to buy their first home in the Seattle suburb of Bothell.  With plans to eventually raise their kids in this home, Jillanne is very particular about what she does and doesn't like in every place they see for $450,000.",58,Bothell,Washington,0,House Hunters,"Bothell, Washington","Bothell, King County, Washington, United States of America","(47.7598697, -122.2068288, 0.0)",47.7598697,-122.2068288,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/picky-buyers-in-a-seattle-suburb,Bad,
659,TVEpisode,1,A Home Fit for Fitness in Washington,https://www.hgtv.com/shows/house-hunters/episodes/a-home-fit-for-fitness-in-washington,"A fitness-loving couple is on the hunt for a home with a big yard for all their activities in Bothell, Washington. He wants a Craftsman-style house, and she wants a one-story ranch, but they agree that their top priority is enough space for tire-flipping and spear-throwing.",142,Bothell,Washington,0,House Hunters,"Bothell, Washington","Bothell, King County, Washington, United States of America","(47.7598697, -122.2068288, 0.0)",47.7598697,-122.2068288,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/a-home-fit-for-fitness-in-washington,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a76
1996,TVEpisode,10,First-time Buyer Looks for Condo in Seattle Suburb of Kirkland,https://www.hgtv.com/shows/house-hunters/episodes/first-time-buyer-looks-for-condo-in-seattle-suburb-of-kirkland,"After her first offer on a condo fell through, 26-year-old Ashley is ready to brave the real estate market again as she searches for a starter home in the Seattle suburb of Kirkland. Can she find a place that's stylish and updated, without going over her $300,000 budget?",41,Kirkland,Washington,0,House Hunters,"Kirkland, Washington","Kirkland, King County, Washington, United States of America","(47.6859573, -122.1920249, 0.0)",47.6859573,-122.1920249,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/first-time-buyer-looks-for-condo-in-seattle-suburb-of-kirkland,Bad,
482,TVEpisode,9,Ready for Battle in Redmond,https://www.hgtv.com/shows/house-hunters/episodes/ready-for-battle-in-redmond,"He wants a midcentury modern home that's fit for a super-villain in pricey Redmond, Washington, while she wants a Craftsman. But finding anything priced below their million-dollar budget is going to be a challenge in this red-hot real estate market.",156,Redmond,Washington,1,House Hunters,"Redmond, Washington","Redmond, King County, Washington, United States of America","(47.6694141, -122.1238767, 0.0)",47.6694141,-122.1238767,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/ready-for-battle-in-redmond,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a255
736,TVEpisode,12,Starting Over in Spokane,https://www.hgtv.com/shows/house-hunters/episodes/starting-over-in-spokane,"A Colorado couple with two kids relocates to Spokane, Washington, and hopes to find a house with great views to remind them of home. However, she wants a two-story Craftsman with a white kitchen, but he's looking for a ranch with a sauna.",137,Spokane,Washington,0,House Hunters,"Spokane, Washington","Spokane, Spokane County, Washington, United States of America","(47.6579425, -117.4212265, 0.0)",47.6579425,-117.4212265,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/starting-over-in-spokane,Bad,
665,TVEpisode,7,Style vs. Function in Spokane,https://www.hgtv.com/shows/house-hunters/episodes/style-vs-function-in-spokane,"Transplants formerly stationed in Okinawa, Japan, look to buy their first home in Spokane. She wants an old charmer with space for her photography studio, and he doesn't mind some sweat equity as long as there's a dedicated workshop.",142,Spokane,Washington,0,House Hunters,"Spokane, Washington","Spokane, Spokane County, Washington, United States of America","(47.6579425, -117.4212265, 0.0)",47.6579425,-117.4212265,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/style-vs-function-in-spokane,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a77
463,TVEpisode,3,"Looking to Upgrade in Liberty Lake, WA",https://www.hgtv.com/shows/house-hunters/episodes/looking-to-upgrade-in-liberty-lake-wa,"A former pro-football player and his family are looking to upgrade to a bigger home in Liberty Lake, Washington. But since they also want killer views and to be near the lake, things might get tricky in the area's limited market.",157,Liberty Lake,Washington,0,House Hunters,,,,47.656111,-117.086389,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/looking-to-upgrade-in-liberty-lake-wa,Good,https://www.hulu.com/series/house-hunters-d9110a19-3f29-4ed1-b55c-0f4aa6869a269
2310,TVEpisode,4,Houseboat Haven,https://www.hgtv.com/shows/house-hunters/episodes/houseboat-haven,"Retirees Linda and Tom Ahlers live in a 5,000-square-foot home in Corvallis Ore., just an hour and a half south of Portland. They have always dreamed of owning a vacation home, specifically a floating home, or houseboat, on Seattle's Lake Union. Government regulation mandates that only 487 houseboats can exist in Seattle, so competition is fierce. The Ahlers have spent the last 15 years waiting for the right floating home to come on the market. Their real estate agent, Rick Miner, specializes in houseboats and offers to show them a few new listings. Will this trip mark the end of their 15-year house hunt?

<P>Thinking about a vacation home for yourself? You might be surprised at the options (and benefits)! Click <a href=""http://www.hgtv.com/hgtv/pac_ctnt_988/text/0,,HGTV_22056_32481,00.html"">here</a> to find out more.",15,Seattle,Washington,0,House Hunters,"Seattle, Washington","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624, 0.0)",47.6038321,-122.3300624,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/houseboat-haven,Bad,
2300,TVEpisode,7,Settling in Seattle,https://www.hgtv.com/shows/house-hunters/episodes/settling-in-seattle,"Michigan transplants Melinda and Greg DeVries are crazy about Seattle, rain and all. But as their search for a larger home begins, will the red-hot real estate market dampen their spirits? The Emerald City may give off a laid back, eco-friendly vibe, but its housing market is moving at warp speed. Homes are often snatched off the market as soon as they're listed. Real estate agent Bob Blevins signs on to help with the challenge.

<P>",16,Seattle,Washington,0,House Hunters,"Seattle, Washington","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624, 0.0)",47.6038321,-122.3300624,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/settling-in-seattle,Bad,
2287,TVEpisode,7,More Space Needed,https://www.hgtv.com/shows/house-hunters/episodes/more-space-needed,"After Helen and Rich Green got married eight months ago, they moved into her two-bedroom, one-bath cottage-style home that was built in the 1920s. That's when they discovered that her 900-square-foot Seattle beach cottage was too small for the two of them. They work together all day at a local TV station, so when they get home, they'd like to have some space of their own.  They have their heart set on staying in the area, so they have turned to Helen's previous real estate agent, Summer Boyd Jones, for assistance with the search.",17,Seattle,Washington,0,House Hunters,"Seattle, Washington","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624, 0.0)",47.6038321,-122.3300624,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/more-space-needed,Bad,
2213,TVEpisode,11,Busting at the Seams in Seattle,https://www.hgtv.com/shows/house-hunters/episodes/busting-the-seams-in-seattle,Newlyweds in Seattle need to find a bigger home with enough bedrooms for everybody.,23,Seattle,Washington,0,House Hunters,"Seattle, Washington","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624, 0.0)",47.6038321,-122.3300624,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/busting-at-the-seams-in-seattle,Bad,
2198,TVEpisode,7,Their First Home,https://www.hgtv.com/shows/house-hunters/episodes/their-first-home,Seattle newlyweds want to buy their first home together. What will they find in their price range?,24,Seattle,Washington,0,House Hunters,"Seattle, Washington","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624, 0.0)",47.6038321,-122.3300624,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/their-first-home,Bad,
2191,TVEpisode,13,Settling in Seattle,https://www.hgtv.com/shows/house-hunters/episodes/settling-in-seattle2,An engaged couple can't decide if they want their first house to be in the city or the suburbs.,25,Seattle,Washington,0,House Hunters,"Seattle, Washington","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624, 0.0)",47.6038321,-122.3300624,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/settling-in-seattle,Bad,
2160,TVEpisode,5,Downsizing in Seattle,https://www.hgtv.com/shows/house-hunters/episodes/downsizing-in-seattle,"In Seattle, a newly single guy wants to downsize to a bachelor pad in downtown.",27,Seattle,Washington,0,House Hunters,"Seattle, Washington","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624, 0.0)",47.6038321,-122.3300624,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/downsizing-in-seattle,Bad,
2155,TVEpisode,13,"Finally, A Home",https://www.hgtv.com/shows/house-hunters/episodes/finally-a-home,"Karen Bertiger and Thomas Driggers, both in their mid-thirties, met on a blind date fifteen years ago and rent a 1000 square foot 2-bedroom apartment in the South Lake Union neighborhood of Seattle.They, along with their dog Theo, have enjoyed their apartment thoroughly, however, this couple is ready for a house.  They are hoping to find a home with 1800-1900 square feet, with three to four bedrooms and two full baths.  They are currently hoping to stay under $485,000, and they are concentrating their search in the neighborhoods of Columbia City, Green Lake, and Mount Baker.  Assisting them on their search is Realtor (and former Miss USA contestant and NFL cheerleader!) Staci Baldwin.  Will she be able to find Thomas and Karen the home of their dreams reasonably close to their budget?  Or is this couple doomed to be squeezed out of their current space by an oversized coffee table?  Find out, when House Hunters goes to Seattle!",28,Seattle,Washington,0,House Hunters,"Seattle, Washington","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624, 0.0)",47.6038321,-122.3300624,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/finally-a-home,Bad,
2145,TVEpisode,3,Dog Friendly Condo,https://www.hgtv.com/shows/house-hunters/episodes/dog-friendly-condo,"Joanne and Jeff Ort live in Seattle, Wash. Joanne is a certified public accountant, and Jeff works in the tech industry as a software engineer. The couple is ready for a move to downtown Seattle, where they hope to find a condo that is brand new, dog-friendly, wired for Jeff's tech needs and has beautiful views, an amazing kitchen, and a good layout that utilizes all the space. Their budget for a is a healthy $750,000. To help them is real estate agent Olga Dyckman. Will Joanne and Jeff find a condo that's new and dog-friendly in downtown Seattle?",28,Seattle,Washington,0,House Hunters,"Seattle, Washington","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624, 0.0)",47.6038321,-122.3300624,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/dog-friendly-condo,Bad,
2070,TVEpisode,7,Downtown Seattle Digs,https://www.hgtv.com/shows/house-hunters/episodes/downtown-seattle-digs,"Cheryl Ceballos and her partner Deanna Dela Cruz live in downtown Seattle with their dog, JoJo.  They've decided to buy their first home together, preferably a place near their favorite restaurants and hang-outs with a nice view from either a balcony or a patio.",35,Seattle,Washington,0,House Hunters,"Seattle, Washington","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624, 0.0)",47.6038321,-122.3300624,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/downtown-seattle-digs,Bad,
1995,TVEpisode,9,A Couple Looks for a Larger Place in the Northern Seattle Area,https://www.hgtv.com/shows/house-hunters/episodes/a-couple-looks-for-a-larger-place-in-the-northern-seattle-area,"Robert and his partner Jon have outgrown their small downtown Seattle apartment, so they're on the hunt for a larger place in the Northern Seattle area. They're hoping to find a spacious townhome with a large kitchen, lots of closet space and an extra room they can use for crafts. Location is important because they don't want to be too far from downtown. Their realtor Gene Seguin will take them to three great properties in various areas of Northern Seattle. After touring the homes Robert and Jon will have to make a tough decision since each place has a number of pros and cons. Will they go with the cottage style townhome that has smaller bedrooms, the home with great upgrades but on a noisy street, or the most spacious home located farthest from downtown?",41,Seattle,Washington,0,House Hunters,"Seattle, Washington","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624, 0.0)",47.6038321,-122.3300624,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/a-couple-looks-for-a-larger-place-in-the-northern-seattle-area,Bad,
1891,TVEpisode,9,Britt Finds Her First Home in Seattle��,https://www.hgtv.com/shows/house-hunters/episodes/britt-finds-her-first-home-in-seattle,"After a recent break up left her paying too much in rent, Britt is setting out to buy her first home. But the trendy neighborhood of Ballard isn't cheap, and her small budget won't go far. With the help of her best friend and her agent, will this city girl be able to land the home of her dreams?",49,Seattle,Washington,0,House Hunters,"Seattle, Washington","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624, 0.0)",47.6038321,-122.3300624,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/britt-finds-her-first-home-in-seattle��,Bad,
1875,TVEpisode,6,A Woman With Quirky Tastes Searches for Starter Home in Seattle,https://www.hgtv.com/shows/house-hunters/episodes/a-woman-with-quirky-tastes-searches-for-starter-home-in-seattle,"Valerie is looking for her first home in Seattle, but she won't settle for the average starter house. With her fascination with odd collectibles, including a whale skull coffee table and a stuffed squirrel, she admits she has quirky tastes, and wants her new house to reflect that quality. She's willing to spend close to $400,000 to find a place that's as unique as she is, and she's not afraid of a fixer. Can her friend Mary Jo help her locate the home of her dreams, and keep Valerie from taking on a project that's more than she can handle?",50,Seattle,Washington,0,House Hunters,"Seattle, Washington","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624, 0.0)",47.6038321,-122.3300624,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/a-woman-with-quirky-tastes-searches-for-starter-home-in-seattle,Bad,
1854,TVEpisode,11,Coast Guard Family Wants a Permanent Home in Seattle,https://www.hgtv.com/shows/house-hunters/episodes/coast-guard-family-wants-a-permanent-home-in-seattle,"Katie and Derrick are accustomed to moving around a lot since Derrick works for the Coast Guard. But now that they've had their first child, they want to put down roots and buy their first home. Fortunately, Derrick has just been transferred back to Seattle, both his and Katie's hometown, so they've decided to purchase a house there. Only problem - Katie is very particular about wanting to live in one specific neighborhood in Seattle. With that neighborhood's high prices and low inventory, that's going to be a tough one! See if they can find a home, when House Hunters goes to Seattle!",52,Seattle,Washington,0,House Hunters,"Seattle, Washington","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624, 0.0)",47.6038321,-122.3300624,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/coast-guard-family-wants-a-permanent-home-in-seattle,Bad,
1641,TVEpisode,6,Condo Battle in Seattle,https://www.hgtv.com/shows/house-hunters/episodes/a-seattle-couple-has-trouble-deciding-on-a-condo-or-a-house-in-seattle,"Mark and Ashley Michael, are Seattle, Wash. newlyweds looking to leave their rental loft, but they disagree about what they want to buy.  Mark, wants a downtown condo, while Ashley wants a single family home.  But what these foodies do agree on is that they need a space big enough for their 90-inch long dining table.  And with real estate professional, Ashley, caught in the middle, they'll have to rely on no one but each other to settle their differences.",68,Seattle,Washington,0,House Hunters,"Seattle, Washington","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624, 0.0)",47.6038321,-122.3300624,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/condo-battle-in-seattle,Bad,
1569,TVEpisode,12,Lawyer Couple Wants Craftsman Style in Seattle,https://www.hgtv.com/shows/house-hunters/episodes/lawyer-couple-wants-craftsman-style-in-seattle,"Julius and Cristina are lawyers for a large online retailer in Seattle.  With recent promotions and marital bliss not far off, they're ready to buy their first home together.  The'd love a stylish Craftsman style house, but also want modern touches inside.  As long as Julius gets a nice kitchen and a yard big enough to practice his golf swing, he'll be happy.  But the one thing Cristina won't abide, is a boxy, ultra-modern home on a street full of cute vintge styles.  Who will win this case?",74,Seattle,Washington,0,House Hunters,"Seattle, Washington","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624, 0.0)",47.6038321,-122.3300624,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/lawyer-couple-wants-craftsman-style-in-seattle,Bad,
1536,TVEpisode,5,Upgrading in the Emerald City,https://www.hgtv.com/shows/house-hunters/episodes/upgrading-in-the-emerald-city,"With a toddler at home, and a dog that wont stop growing, James and Deanna are running out of space in their condo.  With a budget of $450,000 they want to find a large house in the Seattle suburbs.  But with James wanting new and low-maintenance, and Deanna set on finding something with charm, they're realizing their wish lists are farther apart than they expected.  Will they find a home before their condo bursts at the seams?",76,Seattle,Washington,0,House Hunters,"Seattle, Washington","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624, 0.0)",47.6038321,-122.3300624,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/upgrading-in-the-emerald-city,Bad,
1477,TVEpisode,11,A Seattle Couple is Eager To Find a Spacious Home With Character,https://www.hgtv.com/shows/house-hunters/episodes/a-seattle-couple-is-eager-to-find-a-spacious-home-with-character,"Seattle natives, Nick and Hillary, would like to get out of Nick's small bachelor pad and into an older, Pacific Northwestern house with lots of character.  Nick's top priority is plenty of storage space for his collection of nearly 1000 bottles of wines.  Hillary's more focused on making sure they buy a home in the family-oriented community of Laurelhurst.  But that might be a big challenge, since that particular area is not only pricey, but also low on inventory.",81,Seattle,Washington,0,House Hunters,"Seattle, Washington","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624, 0.0)",47.6038321,-122.3300624,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/a-seattle-couple-is-eager-to-find-a-spacious-home-with-character,Bad,
1437,TVEpisode,12,Hold the Brick in Washington,https://www.hgtv.com/shows/house-hunters/episodes/washington-state-ladies-struggle-to-find-a-brick-free-home,"Erin and Katie are tired of paying rent and would like to find a spacious family home in Washington State.  Erin would like a ranch, while Katie leans toward a bungalow.  They both agree on a house that's big enough to accommodate their 3-year-old son, two dogs, Erin's home office, and Katie's crafting hobby.  What it can't have is any brick, since Erin dislikes it both inside and out.  Will these two ladies be able to find a home with all of the things they want, and more importantly, without any of the things they don't want?",84,,Washington,0,House Hunters,,,,47.6038321,-122.3300624,0,https://watch.hgtv.com/tv-shows/house-hunters/full-episodes/hold-the-brick-in-washington,Bad,
